0.1434, 0.4321, 0.1512, 0.4455, 0.9821, 0.3036, 0.3455, 0.2361, 0.2676, 0.2643, 2.0270, 1.0270, 2.0000
0.1557, 0.3758, 0.1584, 0.2411, 1.0357, 0.2857, 0.2778, 0.2162, 0.2143, 0.3140, 1.7368, 0.7368, 2.0000
0.1152, 0.4058, 0.1623, 0.3070, 0.6316, 0.3509, 0.3818, 0.3571, 0.3684, 0.2480, 2.2581, 1.2581, 2.0000
0.1814, 0.3801, 0.1644, 0.2947, 0.8235, 0.3137, 0.3000, 0.2759, 0.2632, 0.3874, 1.4419, 0.4419, 2.0000
0.2045, 0.3535, 0.1601, 0.2110, 1.0588, 0.2745, 0.2885, 0.2059, 0.2143, 0.4701, 1.5273, 0.5273, 2.0000
0.1585, 0.3894, 0.1526, 0.3524, 1.0784, 0.2745, 0.3200, 0.2029, 0.2222, 0.3360, 1.9762, 0.9762, 2.0000
0.1667, 0.3765, 0.1506, 0.2019, 1.0189, 0.2830, 0.2830, 0.2174, 0.2206, 0.3360, 1.7381, 0.7381, 2.0000
0.1544, 0.3909, 0.1564, 0.2544, 0.6667, 0.3158, 0.3636, 0.3214, 0.3571, 0.3333, 1.5250, 0.5250, 2.0000
0.1680, 0.3679, 0.1541, 0.2389, 0.8182, 0.2545, 0.2857, 0.2373, 0.2712, 0.3504, 1.4634, 0.4634, 2.0000
0.2078, 0.3834, 0.1534, 0.2759, 0.8500, 0.3500, 0.3770, 0.2917, 0.3151, 0.3840, 1.4583, 0.4583, 2.0000
0.1310, 0.2673, 0.1541, 0.3084, 0.5370, 0.3333, 0.3455, 0.3830, 0.3725, 0.3529, 2.2667, 1.2667, 3.0000
0.1149, 0.3894, 0.1558, 0.1951, 0.5692, 0.3692, 0.3710, 0.3934, 0.3770, 0.2400, 2.1667, 1.1667, 3.0000
0.1434, 0.3908, 0.1631, 0.3475, 1.0377, 0.2264, 0.3077, 0.1791, 0.2286, 0.3150, 1.7250, 0.7250, 3.0000
0.2451, 0.3882, 0.1491, 0.2252, 0.9821, 0.2500, 0.2778, 0.2029, 0.2206, 0.4960, 1.3226, 0.3226, 3.0000
0.1220, 0.4059, 0.1617, 0.3304, 0.7407, 0.2778, 0.2692, 0.2727, 0.2593, 0.2520, 2.2903, 1.2903, 3.0000
0.1462, 0.3776, 0.1803, 0.2632, 0.6735, 0.3061, 0.3061, 0.3125, 0.3125, 0.3333, 1.5946, 0.5946, 3.0000
0.2037, 0.3565, 0.1571, 0.2054, 1.0385, 0.2692, 0.2885, 0.2059, 0.2143, 0.4661, 1.5273, 0.5273, 3.0000
0.1450, 0.4026, 0.1494, 0.3925, 1.1321, 0.2453, 0.2600, 0.1781, 0.1781, 0.3065, 2.1579, 1.1579, 3.0000
0.1548, 0.3802, 0.1557, 0.2190, 0.9615, 0.3077, 0.2963, 0.2424, 0.2500, 0.3071, 1.7179, 0.7179, 3.0000
0.1496, 0.4058, 0.1597, 0.2727, 0.8148, 0.2963, 0.2593, 0.2667, 0.2500, 0.2992, 1.4737, 0.4737, 3.0000
0.1133, 0.2910, 0.1424, 0.2083, 0.8333, 0.2222, 0.2364, 0.2105, 0.2321, 0.3085, 2.1724, 1.1724, 3.0000
0.1949, 0.3739, 0.1550, 0.2931, 0.8475, 0.3390, 0.3667, 0.2857, 0.3099, 0.3740, 1.4783, 0.4783, 3.0000
0.1523, 0.4006, 0.1514, 0.3178, 0.7547, 0.2075, 0.2115, 0.2157, 0.2000, 0.2913, 1.7838, 0.7838, 4.0000
0.1120, 0.3750, 0.1433, 0.2170, 1.0714, 0.1786, 0.2182, 0.1429, 0.1739, 0.2358, 2.1724, 1.1724, 4.0000
0.1601, 0.4379, 0.1584, 0.3565, 1.2143, 0.1250, 0.2545, 0.0933, 0.1728, 0.3191, 1.7111, 0.7111, 4.0000
0.1660, 0.3804, 0.1503, 0.2478, 1.1897, 0.1724, 0.1754, 0.1266, 0.1333, 0.3226, 1.6750, 0.6750, 4.0000
0.1103, 0.3929, 0.1558, 0.3097, 1.0000, 0.2407, 0.2075, 0.1940, 0.1642, 0.2479, 2.3333, 1.3333, 4.0000
0.1700, 0.3720, 0.1604, 0.3438, 1.0566, 0.1509, 0.1837, 0.1250, 0.1429, 0.3853, 1.4524, 0.4524, 4.0000
0.2205, 0.3647, 0.1611, 0.2212, 0.9483, 0.2069, 0.2143, 0.1791, 0.1739, 0.4833, 1.4483, 0.4483, 4.0000
0.1630, 0.3866, 0.1502, 0.3945, 1.2037, 0.2037, 0.2157, 0.1447, 0.1429, 0.3719, 1.9778, 0.9778, 4.0000
0.1901, 0.3676, 0.1471, 0.2202, 1.1481, 0.1667, 0.2407, 0.1268, 0.1857, 0.3680, 1.6522, 0.6522, 4.0000
0.1667, 0.3916, 0.1618, 0.2963, 1.0370, 0.1296, 0.0980, 0.1111, 0.0820, 0.3554, 1.4651, 0.4651, 4.0000
0.1660, 0.3486, 0.1498, 0.2521, 1.0364, 0.1455, 0.1818, 0.1231, 0.1538, 0.3860, 1.5227, 0.5227, 4.0000
0.2119, 0.3921, 0.1611, 0.2991, 1.1695, 0.1356, 0.1667, 0.1039, 0.1316, 0.3876, 1.4400, 0.4400, 4.0000
0.2857, 0.3887, 0.1536, 0.3600, 0.8364, 0.3818, 0.3704, 0.3134, 0.2857, 0.6452, 1.3875, 0.3875, 5.0000
0.2525, 0.3529, 0.1331, 0.1963, 0.6508, 0.3492, 0.3750, 0.3492, 0.3871, 0.6579, 1.4533, 0.4533, 5.0000
0.3333, 0.3742, 0.1534, 0.4190, 1.1552, 0.4483, 0.4407, 0.2796, 0.2766, 0.8443, 1.3689, 0.3689, 5.0000
0.3430, 0.3323, 0.1442, 0.2661, 1.0545, 0.3273, 0.3208, 0.2368, 0.2361, 0.8962, 1.2842, 0.2842, 5.0000
0.2526, 0.3618, 0.1546, 0.4327, 1.0364, 0.4182, 0.3929, 0.2875, 0.2750, 0.6727, 1.5541, 0.5541, 5.0000
0.3514, 0.3183, 0.1626, 0.4510, 1.0714, 0.4286, 0.4182, 0.2857, 0.2949, 1.1304, 1.2596, 0.2596, 5.0000
0.3168, 0.3121, 0.1545, 0.2973, 1.0962, 0.3269, 0.3529, 0.2297, 0.2368, 0.9320, 1.2812, 0.2812, 5.0000
0.2136, 0.3424, 0.1424, 0.3529, 0.9811, 0.3962, 0.3889, 0.2877, 0.2763, 0.5575, 1.6825, 0.6825, 5.0000
0.3429, 0.3023, 0.1453, 0.2613, 1.0926, 0.3148, 0.3519, 0.2237, 0.2568, 1.0288, 1.3458, 0.3458, 5.0000
0.2194, 0.3529, 0.1503, 0.4000, 1.0357, 0.4464, 0.4068, 0.3012, 0.2963, 0.5648, 1.5738, 0.5738, 5.0000
0.3125, 0.3689, 0.1646, 0.2807, 1.0175, 0.3158, 0.3051, 0.2368, 0.2466, 0.7851, 1.1789, 0.1789, 5.0000
0.4160, 0.3261, 0.1460, 0.3393, 0.9365, 0.4286, 0.4603, 0.3140, 0.3333, 1.0381, 1.2018, 0.2018, 5.0000
